city,fans,lights,fridges,ac_1ton,ac_15ton,tvs,washing_machine,water_pump,computers,hours_use,roof_area,total_watts,daily_kwh,kw_needed,panels_needed,system_cost_pkr,monthly_saving_pkr,monthly_bill_pkr,payback_years
Faisalabad,6,11,3,1,2,1,0,0,1,12,1463,6865,82.38,20.2,51,3030000,123569,160641,2.0
Lahore,4,10,1,1,0,4,2,0,2,6,413,3900,23.4,5.8,15,870000,35100,45630,2.1
Abbottabad,4,11,2,2,0,4,1,0,0,6,879,4665,27.99,7.8,20,1170000,41985,54580,2.3
Hyderabad,2,9,1,0,1,3,0,1,1,14,1830,3685,51.59,11.9,30,1785000,77385,100600,1.9
Rawalpindi,2,9,1,0,0,3,1,1,3,11,1689,2585,28.44,7.4,19,1110000,42652,55448,2.2
Hyderabad,4,5,3,2,0,2,2,0,0,17,990,5025,85.43,19.8,50,2970000,128137,166578,1.9
Peshawar,5,9,3,1,0,2,1,0,0,10,936,3160,31.6,7.6,19,1140000,47400,61620,2.0
Peshawar,8,8,1,2,0,2,2,1,2,11,1720,6220,68.42,16.4,41,2460000,102630,133419,2.0
Sialkot,6,16,2,3,1,1,0,1,0,11,1122,8340,91.74,23.4,59,3510000,137610,178893,2.1
Bahawalpur,4,19,3,0,1,2,1,1,1,6,1174,4685,28.11,5.8,15,870000,42165,54814,1.7
Multan,7,6,2,3,2,1,1,1,1,10,1239,10965,109.65,22.8,57,3420000,164475,213817,1.7
Sukkur,8,9,2,2,0,1,2,1,3,14,1982,6485,90.79,18.3,46,2745000,136185,177040,1.7
Sukkur,2,11,2,0,2,2,1,0,0,9,1241,5315,47.84,9.6,24,1440000,71752,93278,1.7
Abbottabad,7,12,1,3,2,2,1,0,0,8,1434,10055,80.44,22.3,56,3345000,120659,156858,2.3
Abbottabad,2,4,2,3,0,1,0,1,2,6,657,6260,37.56,10.4,26,1560000,56340,73242,2.3
Lahore,2,6,1,1,1,3,2,1,1,7,1561,6140,42.98,10.7,27,1605000,64469,83811,2.1
Rawalpindi,8,6,1,0,1,4,2,1,3,8,302,5590,44.72,11.6,29,1740000,67080,87204,2.2
Quetta,2,14,2,3,0,4,0,1,1,9,703,6510,58.59,11.3,29,1695000,87884,114250,1.6
Sialkot,9,11,2,3,0,4,0,1,0,12,324,6790,81.48,20.8,52,3120000,122220,158886,2.1
Peshawar,1,4,2,1,1,3,2,1,0,11,808,5985,65.84,15.8,40,2370000,98752,128378,2.0
Lahore,9,8,2,3,0,1,0,1,3,16,995,7045,112.72,28.2,71,4230000,169080,219804,2.1
Quetta,1,6,1,3,0,2,0,1,0,13,1788,5765,74.94,14.4,36,2160000,112417,146142,1.6
Sukkur,2,5,2,3,0,1,0,1,3,14,360,6475,90.65,18.3,46,2745000,135974,176767,1.7
Multan,6,18,2,1,1,1,2,0,3,11,1831,6220,68.42,14.3,36,2145000,102630,133419,1.7
Hyderabad,6,11,1,3,2,2,0,1,1,12,422,10415,124.98,28.9,73,4335000,187469,243710,1.9
Peshawar,1,6,3,3,2,3,1,1,3,9,1820,11265,101.38,24.4,61,3660000,152077,197700,2.0
Lahore,7,10,3,0,0,4,1,0,0,7,354,2025,14.18,3.5,9,525000,21262,27641,2.1
Karachi,8,15,1,0,1,4,2,0,2,14,1486,4775,66.85,15.2,38,2280000,100275,130357,1.9
Quetta,2,14,3,1,0,1,0,0,2,14,1273,2810,39.34,7.6,19,1140000,59010,76713,1.6
Hyderabad,8,4,1,2,1,3,1,1,0,9,1362,7360,66.24,15.3,39,2295000,99360,129168,1.9
Peshawar,9,9,2,0,0,4,2,1,2,17,1406,3660,62.22,15.0,38,2250000,93330,121329,2.0
Sukkur,6,6,2,1,1,3,1,1,2,8,845,6290,50.32,10.1,26,1515000,75480,98124,1.7
Gujranwala,5,11,3,3,1,2,0,1,3,15,412,9040,135.6,33.9,85,5085000,203400,264420,2.1
Rawalpindi,9,9,2,3,2,1,2,0,2,16,724,11110,177.76,46.3,116,6945000,266639,346631,2.2
Quetta,9,15,3,1,0,1,1,1,2,11,1217,4600,50.6,9.7,25,1455000,75899,98669,1.6
Sukkur,1,5,3,3,2,3,2,1,2,8,529,11550,92.4,18.6,47,2790000,138600,180180,1.7
Peshawar,3,9,2,3,2,4,1,0,1,6,1606,10260,61.56,14.8,37,2220000,92340,120042,2.0
Quetta,9,10,2,2,1,3,1,1,0,9,1216,7675,69.08,13.3,34,1995000,103612,134696,1.6
Sialkot,2,8,3,3,0,2,0,1,3,6,1610,6770,40.62,10.4,26,1560000,60929,79209,2.1
Hyderabad,4,6,2,0,1,4,0,1,2,7,454,4240,29.68,6.9,18,1035000,44520,57876,1.9
Swat,4,7,1,3,1,4,1,1,0,8,464,8705,69.64,18.9,48,2835000,104459,135798,2.3
Peshawar,2,7,2,1,1,3,2,0,2,13,1261,5755,74.82,18.0,45,2700000,112222,145889,2.0
Sialkot,3,9,2,2,0,2,2,0,1,15,1505,5060,75.9,19.4,49,2910000,113849,148004,2.1
Faisalabad,3,13,1,3,0,4,0,0,1,9,1562,5670,51.03,12.5,32,1875000,76545,99508,2.0
Lahore,1,4,2,1,1,1,1,0,2,9,948,4935,44.42,11.1,28,1665000,66622,86609,2.1
Gujranwala,6,14,2,0,0,2,0,1,2,15,1662,2310,34.65,8.7,22,1305000,51975,67567,2.1
Abbottabad,8,7,3,3,1,4,1,1,2,14,1237,9705,135.87,37.7,95,5655000,203805,264946,2.3
Hyderabad,3,13,2,2,0,3,1,1,1,12,811,5470,65.64,15.2,38,2280000,98460,127998,1.9
Quetta,5,16,2,3,0,4,0,0,1,7,1231,6015,42.1,8.1,21,1215000,63157,82104,1.6
Rawalpindi,1,7,1,1,2,1,2,0,0,8,565,6930,55.44,14.4,36,2160000,83159,108107,2.2
Sukkur,7,13,3,2,1,2,0,0,3,9,486,6970,62.73,12.6,32,1890000,94095,122323,1.7
Abbottabad,1,19,3,3,2,4,1,1,3,9,1363,11560,104.04,28.9,73,4335000,156060,202878,2.3
Karachi,9,4,3,0,2,1,0,1,1,15,1816,6235,93.52,21.3,54,3195000,140287,182373,1.9
Sukkur,8,12,2,2,1,4,2,0,3,13,690,8080,105.04,21.2,53,3180000,157560,204828,1.7
Quetta,7,7,3,0,1,4,2,0,2,15,1583,4880,73.2,14.1,36,2115000,109800,142740,1.6
Gujranwala,7,10,1,1,0,2,1,1,0,15,954,3775,56.62,14.2,36,2130000,84937,110418,2.1
Bahawalpur,5,15,3,3,1,3,0,1,1,11,475,8800,96.8,19.8,50,2970000,145200,188760,1.7
Sukkur,5,17,1,0,2,3,2,1,1,8,1073,7030,56.24,11.3,29,1695000,84360,109668,1.7
Bahawalpur,5,6,3,1,2,1,0,0,3,16,1063,7115,113.84,23.3,59,3495000,170760,221988,1.7
Lahore,1,13,3,3,1,1,2,0,2,14,1652,8720,122.08,30.5,77,4575000,183120,238056,2.1
Gujranwala,8,15,1,1,2,1,1,0,0,15,1230,7075,106.12,26.5,67,3975000,159187,206943,2.1
Peshawar,1,6,3,0,0,2,1,0,3,13,1523,1915,24.9,6.0,15,900000,37342,48545,2.0
Sialkot,4,17,3,1,2,3,0,1,1,14,1010,7755,108.57,27.7,70,4155000,162855,211711,2.1
Karachi,9,11,3,2,0,1,1,1,1,10,1519,5840,58.4,13.3,34,1995000,87600,113880,1.9
Islamabad,9,11,2,3,2,1,2,1,3,8,1125,12090,96.72,25.2,63,3780000,145080,188604,2.2
Quetta,5,14,1,1,0,4,1,0,2,9,888,3535,31.82,6.1,16,915000,47722,62039,1.6
Multan,4,15,3,0,0,4,2,1,0,17,830,3125,53.12,11.1,28,1665000,79687,103593,1.7
Islamabad,3,4,1,3,1,1,2,1,0,10,1385,8785,87.85,22.9,58,3435000,131775,171307,2.2
Sukkur,3,13,1,2,0,4,1,1,0,14,1650,5220,73.08,14.7,37,2205000,109620,142506,1.7
Abbottabad,5,5,1,3,1,4,2,1,0,14,580,9250,129.5,36.0,90,5400000,194250,252525,2.3
Quetta,1,19,3,2,2,4,2,1,2,8,526,10360,82.88,15.9,40,2385000,124319,161616,1.6
Sialkot,5,11,3,3,2,2,0,0,1,12,938,9890,118.68,30.3,76,4545000,178020,231426,2.1
Faisalabad,6,4,1,1,2,1,0,1,1,11,1381,7210,79.31,19.4,49,2910000,118965,154654,2.0
Sialkot,7,18,2,1,0,1,0,1,0,9,1220,3445,31.0,7.9,20,1185000,46507,60459,2.1
Multan,9,15,1,0,2,4,1,0,0,10,776,5950,59.5,12.4,31,1860000,89250,116025,1.7
Karachi,3,11,2,2,2,2,0,0,0,15,1699,7890,118.35,26.9,68,4035000,177525,230782,1.9
Sialkot,2,11,1,0,1,4,2,1,3,7,1015,5215,36.5,9.3,24,1395000,54757,71184,2.1
Rawalpindi,3,19,1,1,1,2,1,1,3,16,542,6210,99.36,25.9,65,3885000,149040,193752,2.2
Faisalabad,9,5,1,2,2,1,1,1,1,12,666,9450,113.4,27.8,70,4170000,170099,221129,2.0
Islamabad,7,7,3,0,2,4,1,1,1,9,1235,6930,62.37,16.2,41,2430000,93555,121621,2.2
Peshawar,9,9,2,0,0,1,1,0,0,7,1823,1710,11.97,2.9,8,435000,17955,23341,2.0
Lahore,2,15,2,0,0,2,2,1,3,16,1137,3225,51.6,12.9,33,1935000,77400,100620,2.1
Rawalpindi,5,14,1,0,2,3,2,0,2,11,1575,6435,70.78,18.4,46,2760000,106177,138030,2.2
Swat,4,12,3,0,1,2,0,1,3,16,1205,4480,71.68,19.5,49,2925000,107520,139776,2.3
Faisalabad,2,18,3,2,2,3,1,1,1,17,1645,9620,163.54,40.1,101,6015000,245310,318903,2.0
Peshawar,9,19,2,0,0,1,0,1,3,7,675,2710,18.97,4.6,12,690000,28454,36991,2.0
Peshawar,9,11,3,2,1,1,2,0,1,15,1732,7590,113.85,27.4,69,4110000,170775,222007,2.0
Quetta,6,15,2,0,1,4,1,1,0,7,1010,4625,32.38,6.2,16,930000,48562,63131,1.6
Faisalabad,6,18,2,1,0,3,2,1,2,12,1811,4970,59.64,14.6,37,2190000,89460,116298,2.0
Karachi,8,11,2,1,2,2,0,0,0,6,642,6765,40.59,9.2,23,1380000,60884,79150,1.9
Sukkur,6,10,3,0,2,1,2,1,0,12,539,6900,82.8,16.7,42,2505000,124200,161460,1.7
Multan,1,17,2,3,2,3,1,0,2,15,438,10330,154.95,32.3,81,4845000,232425,302152,1.7
Swat,4,16,2,1,0,2,1,1,2,10,1445,4190,41.9,11.4,29,1710000,62850,81705,2.3
Multan,7,12,1,2,1,3,0,0,2,6,719,6555,39.33,8.2,21,1230000,58994,76693,1.7
Islamabad,2,18,2,0,0,2,1,0,1,11,1884,1620,17.82,4.6,12,690000,26730,34749,2.2
Islamabad,9,5,2,2,2,2,2,0,0,12,603,9250,111.0,28.9,73,4335000,166500,216450,2.2
Multan,8,6,1,3,0,2,2,1,1,6,414,7490,44.94,9.4,24,1410000,67409,87632,1.7
Sialkot,8,13,1,0,1,2,2,0,2,14,642,4545,63.63,16.2,41,2430000,95445,124078,2.1
Karachi,7,11,3,1,0,3,2,0,1,12,1574,4140,49.68,11.3,29,1695000,74520,96876,1.9
Bahawalpur,4,17,2,2,2,3,0,1,2,6,306,9305,55.83,11.4,29,1710000,83745,108868,1.7
Sialkot,2,9,3,1,1,4,2,0,3,8,1030,6235,49.88,12.7,32,1905000,74820,97266,2.1
Abbottabad,3,13,3,1,0,3,0,1,2,10,1912,3820,38.2,10.6,27,1590000,57299,74489,2.3
Sialkot,6,12,1,0,0,3,2,1,0,9,478,2830,25.47,6.5,17,975000,38204,49666,2.1
Lahore,5,13,3,2,1,4,0,0,0,7,1468,6420,44.94,11.2,28,1680000,67409,87632,2.1
Hyderabad,8,7,2,3,1,3,2,0,0,6,715,8805,52.83,12.2,31,1830000,79245,103018,1.9
Sukkur,6,19,1,1,2,2,2,1,1,9,965,8535,76.82,15.5,39,2325000,115222,149789,1.7
Lahore,6,11,2,0,1,1,0,0,0,12,1444,3015,36.18,9.0,23,1350000,54270,70551,2.1
Quetta,1,13,2,0,2,1,1,0,2,16,1447,5570,89.12,17.1,43,2565000,133680,173784,1.6
Hyderabad,4,6,1,3,0,4,1,0,3,9,449,6540,58.86,13.6,34,2040000,88290,114777,1.9
Hyderabad,5,6,2,0,2,3,1,0,0,14,696,5565,77.91,18.0,45,2700000,116865,151924,1.9
Faisalabad,3,11,1,1,0,3,0,1,1,13,680,3290,42.77,10.5,27,1575000,64155,83401,2.0
Karachi,9,8,2,0,1,4,1,1,3,13,1138,5345,69.48,15.8,40,2370000,104227,135495,1.9
Karachi,1,6,1,2,0,1,1,0,0,10,300,3915,39.15,8.9,23,1335000,58725,76342,1.9
Hyderabad,6,13,3,2,1,2,0,1,0,17,1996,7045,119.76,27.7,70,4155000,179647,233541,1.9
Abbottabad,6,14,2,1,0,3,1,0,3,6,543,3860,23.16,6.4,16,960000,34740,45162,2.3
Sialkot,5,19,1,2,0,4,1,0,0,14,1721,4710,65.94,16.8,42,2520000,98909,128582,2.1
Faisalabad,5,4,2,3,0,2,1,0,1,7,1574,6135,42.94,10.5,27,1575000,64417,83742,2.0
Sukkur,5,18,2,0,0,4,0,0,2,11,1178,1745,19.2,3.9,10,585000,28792,37430,1.7
Hyderabad,6,6,2,1,2,4,0,1,2,15,1899,7890,118.35,27.4,69,4110000,177525,230782,1.9
Rawalpindi,8,15,1,3,0,4,1,0,3,10,1622,6975,69.75,18.2,46,2730000,104625,136012,2.2
Islamabad,2,12,3,0,2,1,1,1,2,15,1059,6530,97.95,25.5,64,3825000,146925,191002,2.2
Islamabad,6,8,3,3,1,1,0,0,0,13,1253,7620,99.06,25.8,65,3870000,148590,193167,2.2
Lahore,1,15,3,1,1,4,1,1,0,16,1620,5900,94.4,23.6,59,3540000,141600,184080,2.1
Quetta,4,13,1,1,2,3,0,1,1,8,1276,7395,59.16,11.4,29,1710000,88740,115362,1.6
Gujranwala,3,18,3,3,1,2,1,1,2,11,1823,9295,102.24,25.6,64,3840000,153367,199377,2.1
Gujranwala,9,5,1,0,1,3,0,1,3,11,1438,4550,50.05,12.5,32,1875000,75075,97597,2.1
Islamabad,3,10,2,2,0,1,2,0,0,15,300,4775,71.62,18.7,47,2805000,107437,139668,2.2
Bahawalpur,6,18,2,2,0,2,2,1,3,8,852,6570,52.56,10.8,27,1620000,78840,102492,1.7
Peshawar,1,5,3,3,0,4,0,0,0,17,1923,5500,93.5,22.5,57,3375000,140250,182325,2.0
Lahore,6,7,1,1,2,3,2,1,0,17,781,8255,140.34,35.1,88,5265000,210502,273653,2.1
Gujranwala,4,15,2,0,2,3,1,1,1,17,1933,6575,111.78,27.9,70,4185000,167662,217961,2.1
Islamabad,8,10,1,0,1,4,0,1,2,12,899,4450,53.4,13.9,35,2085000,80100,104130,2.2
Quetta,9,7,1,1,0,3,0,0,1,16,1062,2930,46.88,9.0,23,1350000,70320,91416,1.6
Gujranwala,4,10,2,2,2,1,1,1,2,9,1833,9500,85.5,21.4,54,3210000,128250,166725,2.1
Sialkot,6,19,1,0,2,4,1,0,3,10,634,6385,63.85,16.3,41,2445000,95774,124507,2.1
Sialkot,1,10,2,3,0,3,0,0,2,14,764,5725,80.15,20.4,51,3060000,120224,156292,2.1
Karachi,4,19,2,2,2,4,1,0,3,11,1464,9385,103.24,23.5,59,3525000,154852,201308,1.9
Abbottabad,7,4,2,3,0,2,0,1,0,15,882,6335,95.02,26.4,66,3960000,142537,185298,2.3
Karachi,1,9,1,2,1,4,1,1,3,9,436,7610,68.49,15.6,39,2340000,102735,133555,1.9
Sukkur,8,12,2,1,1,3,0,1,3,13,1303,6230,80.99,16.3,41,2445000,121485,157930,1.7
Hyderabad,6,5,1,3,1,1,1,1,0,14,1934,8525,119.35,27.6,69,4140000,179025,232732,1.9
Rawalpindi,5,17,2,3,0,4,1,1,3,15,1986,7680,115.2,30.0,75,4500000,172799,224639,2.2
Karachi,9,6,2,1,2,4,2,1,3,10,1249,9315,93.15,21.2,53,3180000,139724,181642,1.9
Swat,2,13,3,3,1,3,2,1,0,7,986,9345,65.42,17.8,45,2670000,98122,127559,2.3
Gujranwala,5,8,3,2,1,1,2,0,0,11,466,7045,77.5,19.4,49,2910000,116242,151115,2.1
Bahawalpur,6,12,3,0,1,1,1,1,0,16,1666,4430,70.88,14.5,37,2175000,106319,138216,1.7
Faisalabad,7,7,1,0,2,2,0,0,2,17,1733,5380,91.46,22.4,56,3360000,137190,178347,2.0
Islamabad,5,4,1,1,2,2,1,0,0,13,1209,6785,88.2,23.0,58,3450000,132307,171999,2.2
Faisalabad,9,7,2,2,0,3,2,1,0,10,1179,6130,61.3,15.0,38,2250000,91950,119535,2.0
Swat,1,9,2,3,1,1,1,1,3,6,1141,8960,53.76,14.6,37,2190000,80640,104832,2.3
Quetta,7,8,2,3,2,1,2,0,1,13,364,10745,139.68,26.9,68,4035000,209527,272385,1.6
Karachi,7,17,2,0,0,2,2,0,1,14,1904,2480,34.72,7.9,20,1185000,52079,67704,1.9
Rawalpindi,4,16,1,3,1,2,0,1,2,6,1390,8540,51.24,13.3,34,1995000,76859,99917,2.2
Quetta,9,4,2,0,2,3,0,0,2,13,732,5735,74.56,14.3,36,2145000,111832,145382,1.6
Peshawar,5,7,2,1,2,1,2,0,1,15,1373,7580,113.7,27.3,69,4095000,170550,221715,2.0
Peshawar,4,9,3,3,0,4,2,0,1,17,1637,6985,118.74,28.5,72,4275000,178117,231552,2.0
Faisalabad,7,16,2,2,1,2,1,0,0,7,1632,6765,47.36,11.6,29,1740000,71032,92342,2.0
Hyderabad,4,18,2,3,1,3,2,1,3,9,1926,10020,90.18,20.9,53,3135000,135269,175850,1.9
Lahore,3,13,2,0,2,1,1,1,0,7,414,6070,42.49,10.6,27,1590000,63735,82855,2.1
Hyderabad,9,13,1,1,1,1,2,0,2,7,868,6020,42.14,9.8,25,1470000,63210,82173,1.9
Gujranwala,8,17,3,0,0,2,0,0,1,15,1665,1705,25.58,6.4,16,960000,38362,49871,2.1
Swat,1,7,2,3,2,3,0,0,2,8,1853,9680,77.44,21.0,53,3150000,116159,151008,2.3
Sialkot,7,18,2,0,2,4,2,1,0,13,941,7245,94.18,24.0,60,3600000,141277,183660,2.1
Sukkur,9,17,3,0,0,2,1,1,2,9,794,3230,29.07,5.9,15,885000,43605,56686,1.7
Hyderabad,8,12,2,1,2,3,1,0,2,12,1592,7780,93.36,21.6,54,3240000,140040,182052,1.9
Abbottabad,8,8,1,2,1,1,1,0,3,17,1240,7070,120.19,33.4,84,5010000,180285,234370,2.3
Sukkur,6,11,2,3,1,4,2,0,2,15,1403,9215,138.22,27.9,70,4185000,207337,269538,1.7
Swat,4,12,1,1,2,3,2,1,0,8,1779,8180,65.44,17.8,45,2670000,98159,127607,2.3
Sukkur,8,13,1,2,0,4,0,0,3,15,1622,4945,74.18,15.0,38,2250000,111262,144641,1.7
Rawalpindi,3,8,2,0,0,3,0,0,2,17,1267,1345,22.86,6.0,15,900000,34297,44586,2.2
Karachi,9,9,3,2,1,3,2,0,0,16,1121,7560,120.96,27.5,69,4125000,181440,235872,1.9
Rawalpindi,2,4,1,0,0,3,0,0,1,8,501,860,6.88,1.8,5,270000,10320,13416,2.2
Sukkur,2,14,3,0,2,3,1,0,3,7,1826,6210,43.47,8.8,22,1320000,65204,84766,1.7
Quetta,7,19,2,1,2,4,1,1,2,17,1994,8660,147.22,28.3,71,4245000,220830,287079,1.6
Peshawar,4,15,1,0,1,2,2,1,2,11,948,5025,55.28,13.3,34,1995000,82912,107786,2.0
Sukkur,8,18,2,1,1,4,1,1,3,11,1808,6920,76.12,15.3,39,2295000,114180,148434,1.7
Rawalpindi,9,10,3,2,1,3,2,0,0,6,1908,7575,45.45,11.8,30,1770000,68175,88627,2.2
Bahawalpur,7,7,2,2,0,4,1,1,2,12,859,5980,71.76,14.7,37,2205000,107640,139932,1.7
Swat,5,14,2,0,2,4,2,0,0,17,1341,6285,106.84,29.0,73,4350000,160267,208347,2.3
Quetta,8,5,1,1,2,4,1,1,3,9,777,8575,77.18,14.8,37,2220000,115762,150491,1.6
Rawalpindi,4,8,2,0,2,3,1,1,2,16,787,6670,106.72,27.8,70,4170000,160080,208104,2.2
Hyderabad,2,15,2,1,1,4,0,0,1,17,1282,4775,81.18,18.8,47,2820000,121762,158291,1.9
Islamabad,6,6,2,1,2,1,0,0,1,8,1078,6640,53.12,13.8,35,2070000,79680,103584,2.2
Faisalabad,9,9,1,1,0,3,0,0,1,13,1769,2960,38.48,9.4,24,1410000,57719,75036,2.0
Lahore,1,11,3,2,0,4,0,1,3,7,639,5440,38.08,9.5,24,1425000,57120,74256,2.1
Sialkot,7,10,3,1,2,1,0,0,2,14,1854,7125,99.75,25.4,64,3810000,149625,194512,2.1
Rawalpindi,9,19,2,2,1,4,0,1,3,13,911,8010,104.13,27.1,68,4065000,156194,203053,2.2
Abbottabad,9,6,1,1,2,2,2,1,2,13,415,8765,113.94,31.7,80,4755000,170917,222192,2.3
Lahore,3,11,2,2,0,4,2,1,1,8,373,6040,48.32,12.1,31,1815000,72480,94224,2.1
Swat,5,5,3,3,0,4,0,0,1,9,1592,6000,54.0,14.7,37,2205000,81000,105300,2.3
Bahawalpur,8,13,1,2,0,2,2,0,0,7,1960,5145,36.02,7.4,19,1110000,54022,70229,1.7
Multan,8,12,3,2,2,3,0,0,3,7,415,9130,63.91,13.3,34,1995000,95865,124624,1.7
Rawalpindi,4,7,3,0,0,2,2,1,3,9,1992,3405,30.64,8.0,20,1200000,45967,59757,2.2
Islamabad,1,4,1,1,1,3,1,1,0,11,1487,5335,58.68,15.3,39,2295000,88027,114435,2.2
Lahore,1,11,1,3,2,2,2,0,1,10,1906,10290,102.9,25.7,65,3855000,154349,200654,2.1
Sialkot,4,10,2,0,2,4,2,1,1,6,1545,7100,42.6,10.9,28,1635000,63899,83069,2.1
Sukkur,6,14,2,1,0,4,2,1,3,15,425,5210,78.15,15.8,40,2370000,117225,152392,1.7
Rawalpindi,8,16,3,3,0,3,1,1,2,6,956,7740,46.44,12.1,31,1815000,69659,90557,2.2
Karachi,6,19,1,3,1,3,0,0,1,11,1499,7885,86.74,19.7,50,2955000,130102,169133,1.9
Bahawalpur,9,8,1,3,2,1,2,1,0,8,963,11295,90.36,18.5,47,2775000,135540,176202,1.7
Swat,9,13,2,1,0,1,2,1,0,8,1698,4520,36.16,9.8,25,1470000,54240,70512,2.3
Faisalabad,2,16,3,3,1,4,1,0,0,12,1290,8240,98.88,24.2,61,3630000,148319,192815,2.0
Islamabad,1,8,3,3,0,4,0,0,3,6,1317,6145,36.87,9.6,24,1440000,55304,71896,2.2
Gujranwala,2,10,2,0,2,1,2,0,3,6,1158,6300,37.8,9.4,24,1410000,56700,73710,2.1
Gujranwala,5,8,1,2,0,1,1,0,3,15,1821,4845,72.68,18.2,46,2730000,109012,141716,2.1
Abbottabad,4,11,2,1,2,3,0,0,3,8,384,7165,57.32,15.9,40,2385000,85980,111774,2.3
Lahore,4,14,2,2,0,2,0,0,0,13,1706,4010,52.13,13.0,33,1950000,78195,101653,2.1
Islamabad,9,16,2,0,2,3,2,1,0,6,932,7265,43.59,11.4,29,1710000,65384,85000,2.2
Quetta,8,9,2,2,1,1,2,1,3,15,1964,8485,127.28,24.5,62,3675000,190912,248186,1.6
Sialkot,6,16,1,3,2,4,2,1,3,9,1786,12090,108.81,27.8,70,4170000,163215,212179,2.1
Faisalabad,1,8,2,3,1,1,2,1,0,14,750,8845,123.83,30.4,76,4560000,185745,241468,2.0
Sukkur,2,12,1,1,2,4,1,0,3,9,817,7480,67.32,13.6,34,2040000,100980,131274,1.7
Rawalpindi,6,14,2,1,1,4,1,1,3,15,1145,6710,100.65,26.2,66,3930000,150975,196267,2.2
Rawalpindi,2,19,3,1,0,4,2,0,3,13,994,4385,57.0,14.8,37,2220000,85507,111159,2.2
Gujranwala,5,5,1,0,2,4,0,0,3,12,849,5600,67.2,16.8,42,2520000,100799,131039,2.1
Rawalpindi,5,4,3,1,0,2,2,1,1,8,1228,4535,36.28,9.4,24,1410000,54420,70746,2.2
Swat,6,11,2,0,1,1,0,1,3,12,415,4365,52.38,14.2,36,2130000,78570,102141,2.3
Faisalabad,6,15,2,3,2,3,0,0,0,12,1937,9775,117.3,28.8,72,4320000,175950,228735,2.0
Karachi,6,6,2,2,2,4,0,0,0,15,1331,8240,123.6,28.1,71,4215000,185400,241020,1.9
Multan,2,17,1,3,0,4,1,0,0,8,1541,5955,47.64,9.9,25,1485000,71460,92898,1.7
Abbottabad,3,14,3,3,2,3,0,0,0,7,1913,9685,67.8,18.8,47,2820000,101692,132200,2.3
Peshawar,6,15,1,3,2,3,0,1,3,14,703,10975,153.65,36.9,93,5535000,230475,299617,2.0
Hyderabad,8,15,1,1,0,4,1,0,1,6,1890,3575,21.45,5.0,13,750000,32175,41827,1.9
Abbottabad,1,15,2,1,2,3,0,1,2,12,603,7550,90.6,25.2,63,3780000,135900,176670,2.3
Lahore,1,10,3,1,0,3,0,0,2,9,1790,2875,25.88,6.5,17,975000,38812,50456,2.1
Karachi,2,13,2,2,0,2,2,0,2,7,1039,5245,36.72,8.3,21,1245000,55072,71594,1.9
Abbottabad,6,16,1,1,0,3,0,0,2,7,387,3040,21.28,5.9,15,885000,31920,41496,2.3
Sukkur,9,14,2,0,0,1,0,1,0,13,1333,2035,26.46,5.3,14,795000,39682,51587,1.7
Gujranwala,4,11,3,3,0,1,0,0,3,12,607,6115,73.38,18.3,46,2745000,110069,143091,2.1
Bahawalpur,3,18,2,2,1,1,0,1,3,17,733,7245,123.16,25.2,63,3780000,184747,240171,1.7
Lahore,8,19,3,2,1,4,0,1,2,12,1101,7885,94.62,23.7,60,3555000,141930,184509,2.1
Rawalpindi,9,16,3,2,0,1,1,1,2,10,463,6115,61.15,15.9,40,2385000,91725,119242,2.2
Islamabad,5,16,2,2,1,2,0,0,1,15,1562,6315,94.72,24.7,62,3705000,142087,184713,2.2
Sukkur,9,9,1,2,1,1,0,1,1,13,1640,7010,91.13,18.4,46,2760000,136694,177703,1.7
Lahore,2,15,2,0,2,4,1,1,1,7,1295,6525,45.68,11.4,29,1710000,68512,89066,2.1
Bahawalpur,3,13,1,3,0,2,1,0,0,7,955,5770,40.39,8.3,21,1245000,60585,78760,1.7
Sialkot,7,17,1,2,1,1,0,0,3,10,1658,6630,66.3,16.9,43,2535000,99450,129285,2.1
Rawalpindi,7,12,2,3,2,2,0,1,0,6,317,10455,62.73,16.3,41,2445000,94095,122323,2.2
Abbottabad,6,10,1,1,2,2,0,1,0,11,1394,7200,79.2,22.0,55,3300000,118800,154440,2.3
Abbottabad,6,18,1,2,0,4,2,0,3,9,1498,5870,52.83,14.7,37,2205000,79245,103018,2.3
Lahore,2,13,2,2,0,4,2,1,1,11,1110,5995,65.95,16.5,42,2475000,98917,128592,2.1
Islamabad,6,8,2,3,2,2,0,1,3,12,638,10920,131.04,34.1,86,5115000,196560,255528,2.2
Sialkot,4,11,2,2,0,1,1,1,2,8,547,5515,44.12,11.3,29,1695000,66180,86034,2.1
Rawalpindi,3,18,1,2,0,4,0,0,1,16,1516,4245,67.92,17.7,45,2655000,101880,132444,2.2
Bahawalpur,2,5,3,2,2,2,1,1,3,13,1742,9725,126.42,25.9,65,3885000,189637,246528,1.7
Multan,1,10,1,0,2,3,1,0,0,12,1648,5175,62.1,12.9,33,1935000,93149,121094,1.7
Abbottabad,5,18,3,0,0,3,1,0,3,6,605,2495,14.97,4.2,11,630000,22455,29191,2.3
Bahawalpur,2,7,2,2,1,4,0,0,1,11,503,6155,67.7,13.9,35,2085000,101557,132024,1.7
Karachi,2,12,3,0,0,1,0,1,2,12,1152,2030,24.36,5.5,14,825000,36540,47502,1.9
